access,area,bridge,from,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,to,tunnel,width,uid
,,,"197507254",residential,,"0","2","145.344",,Stratford Avenue,False,"19058221",,,"197444943",,,"19359"
,,,"5283483349",secondary,,"0","5","21.276",35 mph,Clifton Avenue,False,"546760771",,,"197444941",,,"19358"
,,,"197444948",residential,,"0","2","120.60400000000001",,Straight Street,False,"239199502",,,"197444943",,,"19361"
,,,"197507254",residential,,"0","2","145.344",,Stratford Avenue,False,"19058221",,,"197444943",,,"19360"
,,,"197522755",residential,,"0",,"258.121",,Amazon Avenue,False,"19064818",,,"197446905",,,"19988"
,,,"197522755",residential,,"0",,"258.121",,Amazon Avenue,False,"19064818",,,"197446905",,,"19987"
,,,"197447593",residential,,"0",,"31.432",,Euclid Avenue,False,"19054187",,,"197447591",,,"20212"
,,,"197522755",residential,,"0",,"258.121",,Amazon Avenue,False,"19064818",,,"197446905",,,"19989"
,,,"647856161",residential,,"0",,"294.525",,Louis Avenue,False,"19056141",,,"197447591",,,"20214"
,,,"5139069692",residential,,"0",,"100.175",,Euclid Avenue,False,"19054187",,,"197447591",,,"20213"
,,,"647856161",residential,,"0",,"294.525",,Louis Avenue,False,"19056141",,,"197447591",,,"20216"
,,,"647856161",residential,,"0",,"294.525",,Louis Avenue,False,"19056141",,,"197447591",,,"20215"
,,,"197464058",tertiary,,"0","2","86.179",30 mph,West McMicken Avenue,False,"213530551",,,"197444960",,,"19371"
,,,"197506734",residential,,"0",,"192.699",,Coy Street,False,"19058157",,,"197444956",,,"19370"
,,,"197453848",residential,,"0","2","174.535",,"['Straight Street', 'Halstead Street']",False,"[19067042, 79630251]",,,"197444960",,,"19374"
,,,"197453854",tertiary,,"0","2","135.189",30 mph,West McMicken Avenue,False,"213530551",,,"197444960",,,"19372"
,,,"832357752",residential,,"0",,"340.09700000000004",,Egbert Avenue,False,"19054149",,,"197446905",,,"19984"
,,,"197595013",residential,,"0",,"118.12",,Amazon Avenue,False,"19064818",,,"197446905",,,"19983"
,,,"832357752",residential,,"0",,"340.09700000000004",,Egbert Avenue,False,"19054149",,,"197446905",,,"19986"
,,,"832357752",residential,,"0",,"340.09700000000004",,Egbert Avenue,False,"19054149",,,"197446905",,,"19985"
yes,,,"197585181",tertiary,,"0","2","69.223",25 mph,East University Avenue,False,"19065425",,,"197447698",,,"20297"
yes,,,"197465900",tertiary,,"0","2","69.956",25 mph,East University Avenue,False,"19065425",,,"197447698",,,"20296"
yes,,,"197465902",residential,,"0",,"69.424",,East Rochelle Street,False,"19058423",,,"197447700",,,"20299"
yes,,,"197447700",residential,,"0",,"140.49099999999999",,Euclid Avenue,False,"214784021",,,"197447698",,,"20298"
yes,,,"647843720",residential,,"0",,"145.412",,Euclid Avenue,False,"214784021",,,"197447700",,,"20301"
yes,,,"197508901",residential,,"0",,"70.742",,East Rochelle Street,False,"19058423",,,"197447700",,,"20300"
,,,"197448684",residential,,"0",,"157.156",,Carplin Place,False,"19054234",,,"197448682",,,"20624"
yes,,,"647843720",residential,,"0",,"145.412",,Euclid Avenue,False,"214784021",,,"197447700",,,"20302"
,,,"2880570469",residential,,"0",,"149.243",,Louis Avenue,False,"19056141",,,"197447591",,,"20218"
,,,"2880570469",residential,,"0",,"149.243",,Louis Avenue,False,"19056141",,,"197447591",,,"20217"
yes,,,"197447689",tertiary,,"0","4","24.453000000000003",,Euclid Avenue,False,"235036217",,,"197447683",,,"20291"
yes,,,"197447683",tertiary,,"0","4","100.356",,Euclid Avenue,False,"[562061729, 562061716]",,,"197447669",,,"20290"
yes,,,"413332941",residential,,"0",,"25.221",,East Corry Street,False,"235036218",,,"197447689",,,"20293"
,,,"413332941",tertiary_link,,"0","1","33.126",,,True,"35263509",,,"197447683",,,"20292"
yes,,,"197589800",residential,,"0",,"142.38",,East Corry Street,False,"214784018",,,"197447689",,,"20295"
yes,,,"197589800",residential,,"0",,"142.38",,East Corry Street,False,"214784018",,,"197447689",,,"20294"
yes,,,"197533639",tertiary,,"0",,"67.853",20 mph,Ravine Street,False,"239199504",,,"197450404",,,"21277"
yes,,,"197481085",residential,,"0","2","59.348",25 mph,Volkert Place,False,"19056122",,,"197450404",,,"21276"
yes,,,"197450408",residential,,"0","1.5","101.07100000000001",,Volkert Avenue,False,"19054321",,,"197450404",,,"21279"
yes,,,"413257665",tertiary,,"0",,"60.902",20 mph,Ravine Street,False,"239199504",,,"197450404",,,"21278"
yes,,,"197533641",residential,,"0","1.5","65.12299999999999",15 mph,Flora Street,False,"19062982",,,"197450408",,,"21281"
yes,,,"197565831",residential,,"0","1.5","65.006",15 mph,Flora Street,False,"19062982",,,"197450408",,,"21280"
,,,"197660337",residential,,"0",,"247.57999999999996",,Hearne Avenue,False,"19070606",,,"197451025",,,"21558"
,,,"197660337",residential,,"0",,"247.57999999999996",,Hearne Avenue,False,"19070606",,,"197451025",,,"21557"
,,,"197451046",residential,,"0","4","68.949",,Harvey Avenue,False,"19054355",,,"197448682",,,"20626"
,,,"197448684",residential,,"0",,"157.156",,Carplin Place,False,"19054234",,,"197448682",,,"20625"
,,,"197538851",residential,,"0",,"69.426",,Alameda Place,False,"19061290",,,"197448684",,,"20628"
,,,"197451042",residential,,"0","4","66.143",,Harvey Avenue,False,"19054355",,,"197448682",,,"20627"
,,,"197448694",residential,,"0",,"148.02800000000002",,Carplin Place,False,"19054234",,,"197448684",,,"20630"
,,,"197448694",residential,,"0",,"148.02800000000002",,Carplin Place,False,"19054234",,,"197448684",,,"20629"
yes,,,"197619975",primary,,"0","5","40.989",30 mph,Reading Road,False,"561588288",US 42,,"197448694",,,"20632"
yes,,,"197576639",primary,,"0","['4', '5']","76.136",30 mph,Reading Road,False,"[561588288, 561588287]",US 42,,"197448694",,,"20631"
,,,"197526039",unclassified,,"0",,"58.362",,Classen Street,False,"19065551",,,"197435638",,,"15676"
,,,"197526034",secondary,,"0","3","58.438",30 mph,Calhoun Street,True,"19065677",,,"197435636",,,"15675"
,,,"413335310",residential,,"0",,"237.09499999999997",,West Corry Street,False,"562061706",,,"197435642",,,"15678"
,,,"197435642",residential,,"0",,"77.61099999999999",,Dennis Street,False,"19053449",,,"197435638",,,"15677"
,,,"197571119",residential,,"0","3","184.77399999999997",,West Corry Street,False,"[214782944, 562061706]",,,"197435642",,,"15680"
,,,"413335310",residential,,"0",,"237.09499999999997",,West Corry Street,False,"562061706",,,"197435642",,,"15679"
,,,"197436051",residential,,"0",,"24.651",,Redway Avenue,False,"19053474",,,"197436049",,,"15952"
,,,"197571119",residential,,"0","3","184.77399999999997",,West Corry Street,False,"[214782944, 562061706]",,,"197435642",,,"15681"
,,,"197435175",secondary,,"0","['6', '5']","222.753",35 mph,West Mitchell Avenue,False,"[547214489, 547214490, 547214493]",,,"197435168",,,"15474"
,,,"197459506",residential,,"0","2","254.69500000000002",,"['Van Lear Street', 'Ohio Avenue']",False,"[58743525, 19053334]",,,"197433439",,,"14697"
,,,"197457984",residential,,"0",,"135.351",,Kessler Avenue,False,"19054798",,,"197435175",,,"15476"
,,,"197435175",secondary,,"0","['6', '5']","222.753",35 mph,West Mitchell Avenue,False,"[547214489, 547214490, 547214493]",,,"197435168",,,"15475"
,,,"5287331008",secondary,,"0","['6', '5', '7', '8']","142.18400000000003",35 mph,West Mitchell Avenue,False,"[547214496, 547214505, 547214506, 263301983, 547214492, 547214495]",,,"197435175",,,"15478"
,,,"5287331008",secondary,,"0","['6', '5', '7', '8']","142.18400000000003",35 mph,West Mitchell Avenue,False,"[547214496, 547214505, 547214506, 263301983, 547214492, 547214495]",,,"197435175",,,"15477"
,,,"197435636",secondary,,"0","3","81.834",30 mph,Calhoun Street,True,"19065677",,,"197459408",,,"15674"
,,,"197435638",residential,,"0",,"71.89",,Dennis Street,False,"19053449",,,"197435636",,,"15673"
,,,"197480332",residential,,"0",,"130.959",,Glen Lyon Avenue,False,"19058891",,,"197436061",,,"15962"
,,,"197436061",residential,,"0",,"60.824",,Redway Avenue,False,"22768579",,,"197436059",,,"15961"
,,,"197436077",residential,,"0",,"203.46500000000003",,Redway Avenue,False,"22768577",,,"197436061",,,"15964"
,,,"197436077",residential,,"0",,"203.46500000000003",,Redway Avenue,False,"22768577",,,"197436061",,,"15963"
,,,"197525447",residential,,"0",,"175.853",,Winding Way,False,"22768580",,,"197436077",,,"15966"
yes,,,"197480333",residential,,"0","2","81.213",,Winding Way,False,"19067855",,,"197436077",,,"15965"
,,,"197436298",secondary,,"0","4","219.282",30 mph,Vine Street,False,"55884278",,,"197436284",,,"16083"
,,,"197525447",residential,,"0",,"175.853",,Winding Way,False,"22768580",,,"197436077",,,"15967"
,,,"197480332",residential,,"0",,"254.54",,Lenox Place,False,"80628849",,,"197436049",,,"15954"
,,,"197480318",residential,,"0",,"97.674",,Lenox Place,False,"19056083",,,"197436049",,,"15953"
,,,"197480332",residential,,"0",,"254.54",,Lenox Place,False,"80628849",,,"197436049",,,"15956"
,,,"197480332",residential,,"0",,"254.54",,Lenox Place,False,"80628849",,,"197436049",,,"15955"
,,,"197436059",residential,,"0",,"178.816",,Redway Avenue,False,"19053474",,,"197436051",,,"15958"
,,,"197530639",residential,,"0",,"72.371",,Lenox Lane,False,"19060317",,,"197436051",,,"15957"
,,,"197525455",residential,,"0",,"108.165",,Dakota Avenue,False,"19065873",,,"197436059",,,"15960"
,,,"197436059",residential,,"0",,"178.816",,Redway Avenue,False,"19053474",,,"197436051",,,"15959"
,,,"197436314",residential,,"0",,"176.179",,West Hollister Street,True,"19067442",,,"197466140",,,"16093"
,,,"197436314",residential,,"0",,"176.179",,West Hollister Street,True,"19067442",,,"197466140",,,"16092"
,,,"197436321",secondary,,"0","2","163.476",30 mph,Vine Street,False,"561979051",,,"197436314",,,"16095"
,,,"197436321",secondary,,"0","2","163.476",30 mph,Vine Street,False,"561979051",,,"197436314",,,"16094"
yes,,,"197436321",secondary,,"0","3","177.229",30 mph,East McMillan Street,True,"19059060",,,"197516149",,,"16097"
,,,"197600662",residential,,"0","2","52.602999999999994",25 mph,East Hollister Street,True,"[561979049, 561979050]",,,"197436314",,,"16096"
,,,"197466137",secondary,,"0","3","126.607",30 mph,West McMillan Avenue,True,"[239199498, 562061719]",,,"197436321",,,"16099"
yes,,,"197436321",secondary,,"0","3","177.229",30 mph,East McMillan Street,True,"19059060",,,"197516149",,,"16098"
yes,,,"197443172",residential,,"0",,"89.868",,Saint Joe Street,False,"19053916",,,"197436298",,,"16085"
,,,"197436298",secondary,,"0","4","219.282",30 mph,Vine Street,False,"55884278",,,"197436284",,,"16084"
,,,"197436304",secondary,,"0","4","281.537",30 mph,Vine Street,False,"55884278",,,"197436298",,,"16087"
,,,"197436304",secondary,,"0","4","281.537",30 mph,Vine Street,False,"55884278",,,"197436298",,,"16086"
,,,"197558746",residential,,"0",,"75.15599999999999",,Thill Street,False,"19062555",,,"197436304",,,"16089"
,,,"197436304",secondary,,"0","4","281.537",30 mph,Vine Street,False,"55884278",,,"197436298",,,"16088"
,,,"197600662",residential,,"0",,"58.547",25 mph,East Hollister Street,True,"33832900",,,"197436312",,,"16091"
,,,"197436314",secondary,,"0","2","27.862",30 mph,Vine Street,False,"561979052",,,"197436312",,,"16090"
,,,"647843702",residential,,"0",,"14.26",,Vine Street,True,"528941218",,,"197436357",,,"16109"
,,,"197436357",secondary_link,,"0","1","78.85600000000001",,,True,"50806524",,,"2880570485",,,"16108"
,,,"647844847",primary,,"0","3","282.912",30 mph,Martin Luther King Drive East,True,"213355354",,,"197436357",,,"16111"
,,,"647844847",primary,,"0","3","282.912",30 mph,Martin Luther King Drive East,True,"213355354",,,"197436357",,,"16110"
,,,"197436402",tertiary,,"0","2","120.2",35 mph,Vine Street,False,"544519913",,,"197436398",,,"16113"
,,,"197442573",residential,,"0",,"127.222",,Beldare Avenue,False,"19060477",,,"197436398",,,"16112"
,,,"2880570095",tertiary,,"0","['2', '5', '4']","379.96099999999996",35 mph,Vine Street,False,"[79631064, 544519913, 544519912]",,,"197436398",,,"16115"
,,,"2880570095",tertiary,,"0","['2', '5', '4']","379.96099999999996",35 mph,Vine Street,False,"[79631064, 544519913, 544519912]",,,"197436398",,,"16114"
,,,"197485287",residential,,"0","4","76.466",,West Corry Street,False,"170856731",,,"197436345",,,"16101"
yes,,,"413332941",residential,,"0","3","118.39999999999999",,East Corry Street,False,"19064445",,,"197436345",,,"16100"
yes,,,"197544200",tertiary,,"0","2","57.444",25 mph,East University Avenue,False,"19065425",,,"197436351",,,"16103"
yes,,,"197485255",tertiary,,"0","2","58.894",25 mph,West University Avenue,False,"19060543",,,"197436351",,,"16102"
yes,,,"197508898",residential,,"0",,"55.559",,East Rochelle Street,False,"19058423",,,"197436355",,,"16105"
yes,,,"197436355",residential,,"0","['3', '5']","140.216",,Short Vine Street,False,"[56235544, 561588366]",,,"197436351",,,"16104"
,,,"197436357",primary,,"0","3","46.7",35 mph,Martin Luther King Drive West,True,"95605534",,,"2880570488",,,"16107"
yes,,,"833602699",residential,,"0",,"71.16",,Short Vine Street,False,"95605439",,,"197436355",,,"16106"
,,,"197436424",tertiary,,"0","4","166.026",35 mph,Vine Street,False,"[83588198, 547214471]",,,"197436420",,,"16125"
,,,"197436424",tertiary,,"0","4","166.026",35 mph,Vine Street,False,"[83588198, 547214471]",,,"197436420",,,"16124"
,,,"197678162",residential,,"0",,"159.52200000000002",,Vinecrest Place,False,"19071937",,,"197436424",,,"16127"
,,,"197436426",tertiary,,"0","4","26.462",35 mph,Vine Street,False,"547214471",,,"197436424",,,"16126"
,,,"197442573",residential,,"0",,"258.00199999999995",,"['Beldare Avenue', 'West Street']",False,"[19059210, 19060477]",,,"197436426",,,"16129"
,,,"197678162",residential,,"0",,"159.52200000000002",,Vinecrest Place,False,"19071937",,,"197436424",,,"16128"
,,,"197442573",residential,,"0",,"258.00199999999995",,"['Beldare Avenue', 'West Street']",False,"[19059210, 19060477]",,,"197436426",,,"16131"
,,,"197442573",residential,,"0",,"258.00199999999995",,"['Beldare Avenue', 'West Street']",False,"[19059210, 19060477]",,,"197436426",,,"16130"
,,,"2880570095",tertiary,,"0","['2', '5', '4']","379.96099999999996",35 mph,Vine Street,False,"[79631064, 544519913, 544519912]",,,"197436398",,,"16117"
,,,"2880570095",tertiary,,"0","['2', '5', '4']","379.96099999999996",35 mph,Vine Street,False,"[79631064, 544519913, 544519912]",,,"197436398",,,"16116"
yes,,,"197508527",residential,,"0","2","289.192",,Ruther Avenue,False,"19068867",,,"197436402",,,"16119"
yes,,,"197495804",residential,,"0","2","59.376000000000005",,Glenmary Avenue,False,"19065397",,,"197436402",,,"16118"
yes,,,"197508527",residential,,"0","2","289.192",,Ruther Avenue,False,"19068867",,,"197436402",,,"16121"
yes,,,"197508527",residential,,"0","2","289.192",,Ruther Avenue,False,"19068867",,,"197436402",,,"16120"
,,,"197442573",residential,,"0",,"135.59",,Tower Street,False,"19053864",,,"197436420",,,"16123"
,,,"197436420",tertiary,,"0",,"118.54899999999999",35 mph,Vine Street,False,"83588198",,,"197436402",,,"16122"
,,,"197436458",tertiary,,"0","4","451.59299999999996",35 mph,Vine Street,False,"547214477",,,"197436444",,,"16141"
,,,"197436458",tertiary,,"0","4","451.59299999999996",35 mph,Vine Street,False,"547214477",,,"197436444",,,"16140"
,,,"197562426",residential,,"0",,"156.111",,Merzen Court,False,"19062820",,,"197436465",,,"16143"
,,,"197562426",residential,,"0",,"156.111",,Merzen Court,False,"19062820",,,"197436465",,,"16142"
,,,"197436476",tertiary,,"0","4","147.07999999999998",35 mph,Vine Street,False,"547214477",,,"197436465",,,"16145"
,,,"197436476",tertiary,,"0","4","147.07999999999998",35 mph,Vine Street,False,"547214477",,,"197436465",,,"16144"
,,,"197605944",residential,,"0",,"96.791",,Clinton Springs Lane,False,"19065470",,,"197436476",,,"16147"
yes,,,"197490632",tertiary,,"0","2","100.28099999999999",35 mph,Clinton Springs Avenue,False,"19056749",,,"197436476",,,"16146"
,,,"197619029",residential,,"0",,"88.82099999999998",,Intervine Place,False,"19066415",,,"197436436",,,"16133"
,,,"197436436",tertiary,,"0","4","140.151",35 mph,Vine Street,False,"547214471",,,"197436426",,,"16132"
,,,"197436444",tertiary,,"0","4","118.74799999999999",35 mph,Vine Street,False,"547214477",,,"197436442",,,"16135"
,,,"197613189",residential,,"0",,"98.088",,Juergens Avenue,False,"19072154",,,"197436442",,,"16134"
,,,"197436458",tertiary,,"0","4","451.59299999999996",35 mph,Vine Street,False,"547214477",,,"197436444",,,"16137"
,,,"197441923",residential,,"0",,"62.102",,Ehrman Avenue,False,"19053838",,,"197436444",,,"16136"
,,,"197436458",tertiary,,"0","4","451.59299999999996",35 mph,Vine Street,False,"547214477",,,"197436444",,,"16139"
,,,"197436458",tertiary,,"0","4","451.59299999999996",35 mph,Vine Street,False,"547214477",,,"197436444",,,"16138"
,,,"197437405",secondary,,"0","4","207.38","['30 mph', '35 mph']",West McMillan Avenue,False,"[19053539, 55884381, 562411647]",,,"197437396",,,"16593"
,,,"932341275",tertiary,,"0","2","37.948",30 mph,West McMicken Avenue,False,"213530551",,,"197437393",,,"16591"
,,,"197438784",unclassified,,"0","2","182.154",,Burnet Woods Drive,False,"19053620",,,"197438664",,,"17170"
,,,"197437396",tertiary_link,,"0",,"30.964000000000002",,,True,"79870922",,,"932341132",,,"16594"
,,,"197438678",unclassified,,"0",,"189.80599999999995",,Burnet Woods Drive,False,"225048776",,,"197438664",,,"17172"
,,,"197438784",unclassified,,"0","2","182.154",,Burnet Woods Drive,False,"19053620",,,"197438664",,,"17171"
,,,"197438678",unclassified,,"1","2","128.349",,Burnet Woods Drive,False,"265140854",,,"197438664",,,"17174"
,,,"197438678",unclassified,,"0",,"189.80599999999995",,Burnet Woods Drive,False,"225048776",,,"197438664",,,"17173"
,,,"197662446",residential,,"0",,"113.764",,Parkwood Place,False,"19070746",,,"197436478",,,"16149"
,,,"197436478",tertiary,,"0","4","91.39",35 mph,Vine Street,False,"547214477",,,"197436476",,,"16148"
,,,"197457984",residential,,"0",,"193.75900000000001",,Wuest Street,False,"19071571",,,"197436486",,,"16151"
,,,"5287330967",tertiary,,"0","['5', '4']","134.54",35 mph,Vine Street,False,"[290084699, 547214486, 547214487]",,,"197436478",,,"16150"
